target,idrnn_pearson_mean,idrnn_pearson_sd,idrnn_spearman_mean,idrnn_spearman_sd,idrnn_loo_r_mean,idrnn_loo_r_sd,idrnn_loo_r2_mean,idrnn_loo_r2_sd,idrnn_best_pearson_mean,idrnn_best_pearson_sd,idrnn_frac_pos,vanilla_pearson_mean,vanilla_pearson_sd,vanilla_spearman_mean,vanilla_spearman_sd,vanilla_loo_r_mean,vanilla_loo_r_sd,vanilla_loo_r2_mean,vanilla_loo_r2_sd,vanilla_best_pearson_mean,vanilla_best_pearson_sd,vanilla_frac_pos
PANAS_PA,0.13804195507563868,0.011286463877077978,0.12310133798019156,0.01459693790055068,-0.1710664423302822,0.05181478034825692,-0.020733093036241334,0.01565498514828331,0.11863687952226416,0.018091281545557152,0.0,0.26644233123583316,0.008925327680590572,0.23457744036179254,0.012061914166538769,0.15832844559288875,0.036821974961347655,0.020918889235210947,0.015940996390357672,0.25230177623668654,0.006562871807471793,0.9
PANAS_NA,0.12850458111139149,0.011614485393148986,0.12034877170966507,0.01857017852352498,-0.14754092368355307,0.0336689698805997,-0.009489162502742033,0.0022682918342348517,0.11010323701835534,0.015028195448961803,0.0,0.2698621174959666,0.007462821080602216,0.24228522670417307,0.013424763392680126,0.15519023776323548,0.04224277583841116,0.01981103732161722,0.01721231440197126,0.26058299728905415,0.00432921996084563,0.9
STICSA,0.1216850055156717,0.010130643911737654,0.1264889847992822,0.015447652400031651,-0.17481540385116617,0.041550136974530694,-0.009828257922968108,0.0028703653275746876,0.10273749049796718,0.016618421197956215,0.0,0.06502882256416355,0.014766908724240711,0.09866013050615532,0.016838324687758387,-0.4369510408625626,0.10745448383663071,-0.01227470057570339,0.0007818193582378208,0.04972693839486714,0.010450381934767721,0.0
PHQ,0.07108777476566994,0.0211201355800538,0.07739889648639334,0.02754816663787779,-0.39604648699378436,0.12181516190297431,-0.01144934362788832,0.0013019315765330482,0.061076623539629636,0.01824602426784342,0.0,0.03704675822088751,0.009614428627336663,0.023981723270144414,0.0353522255082567,-0.6486599396265607,0.0987770717705435,-0.013034587283904896,0.00035887179182501227,0.03325326718608349,0.009748281183691481,0.0
CEI,0.10165523921295834,0.04417630486458358,0.07306476261174757,0.038073402356433306,-0.3036500192704737,0.24677611632587296,-0.01155737937707697,0.0028031526953314107,0.08001069274001443,0.038439795450845395,0.0,0.16085231273266093,0.012937957629118957,0.13991212154136248,0.020705039751789337,-0.0952189608925144,0.17415183225577574,-0.02230740283520638,0.024242552221630458,0.14661683508582635,0.004607602618056106,0.4
BIG5_open,0.21984522391838407,0.02270235689501911,0.21971918648648017,0.02780809512309679,0.13124018392246878,0.027675738677056697,0.016296279902289844,0.009047921408938701,0.17781488019257974,0.024285453168905173,1.0,0.11848550005792993,0.05282509354538724,0.10997302007684184,0.04904693900202349,-0.20854666275763162,0.16627671383426623,-0.005586986353888301,0.01291820271532443,0.09317260472633199,0.053168691925274875,0.1
AxDep,0.08125355206361838,0.03909394089694323,0.08429041648007166,0.0375119212968789,-0.5382751854169902,0.1892172563313295,-0.016377006708013186,0.003500627125339875,0.06409322140729248,0.026867922731205685,0.0,0.07501203869553594,0.025026504662275236,0.022525078369905954,0.0401196829610925,-0.5940134725888644,0.11492449686855102,-0.015239447867835465,0.0009572438834451228,0.057094428253545715,0.01806521780385559,0.0
posMood,0.09966046018393693,0.022319034245146453,0.0865911488277886,0.028353500223637387,-0.4560947691328078,0.15542476464915417,-0.013707916860646274,0.0011666190993486415,0.0818608218772112,0.027418850268291307,0.0,0.12154566379941305,0.028054838177809696,0.097496982338863,0.026418607598826117,-0.38304078719590884,0.13389724144448867,-0.016221235097530106,0.0050273785471665056,0.08546238668404246,0.030789286513799547,0.0
negMood,0.0862299138043636,0.022684694955259425,0.1533206970329517,0.020634805738160112,-0.4390546198938935,0.12188158504960529,-0.01377354396507462,0.0012276649722191102,0.0685272067165835,0.022634954131842598,0.0,0.12731153183608024,0.02721382792013591,0.19234750254104338,0.036870429773879235,-0.3452664902671663,0.15907572569552667,-0.02181267900206043,0.00869609142860094,0.09763896293143873,0.02382309887144758,0.0
Exp,0.14215423947336128,0.052934031479298975,0.13858217644424542,0.030175889482899156,-0.3010103811293938,0.270537314919714,-0.017816219691060887,0.01675226258928886,0.11093012065379419,0.044058328857073406,0.2,0.08902024383331383,0.03252521954897818,0.10781482310792656,0.04745421211856647,-0.5091525662128303,0.1922998961504169,-0.016098202977985566,0.0034488171111405276,0.0719715644568514,0.032974348521575346,0.0
