subid,nll_idrnn_all,nll_cp_rnn_all,nll_vanilla_all,nll_cog_em,nll_cog_cp,nll_ill_em,nll_ill_cp
72,0.574760296,0.5666802200000001,0.55682444,0.6762894988378029,0.6802575935135888,0.7601481242640695,0.7575068076047412
73,0.41448114599999997,0.38661850200000003,0.36292970599999996,0.5522104870482739,0.5821000104244872,0.7450344877615486,0.7472835954656009
74,0.431197548,0.43763711999999994,0.42246935399999996,0.5207452772312524,0.5571841242348539,0.5612020654419781,0.587485956830953
75,0.751347588,0.821831388,0.762573168,0.6965336958469238,0.7147693160553672,0.7619302138801484,0.7609664968469538
76,0.463956148,0.466581754,0.463216126,0.5842090727063215,0.5858421714607085,0.6480643703455091,0.654356880691062
77,0.446560268,0.437639082,0.42754070200000005,0.604354702467097,0.631211803686894,0.7838980644376458,0.7873823713092792
78,0.545437308,0.511239782,0.5385615539999999,0.6646104891927904,0.6669311239470085,0.6571121963118115,0.6645894993589697
79,0.58748707,0.582688712,0.597307048,0.618660096750616,0.6432947311291327,0.6491561504344733,0.6546572572983671
80,0.365332074,0.33721483,0.30599120599999996,0.4989740545879401,0.5318287368105238,0.7385337665680629,0.7363290708631027
82,0.55788042,0.56203678,0.571703208,0.6233964196796562,0.6808956670807838,0.8698834318555506,0.894652981615695
83,0.436333428,0.44096555200000004,0.41644642200000004,0.5452633650555397,0.5753908725278252,0.6895202447443795,0.6917000987925982
84,0.6955412599999999,0.7068690099999999,0.676963368,0.7406835258501779,0.7610771200647717,0.7924751069181926,0.8030574493101
85,0.5135104380000001,0.5004094099999999,0.5040718679999999,0.6190556665716638,0.6277940590521148,0.6645605730582071,0.6690709800404964
88,0.43001232600000006,0.42947681800000004,0.406474942,0.5516456484903708,0.559799861407342,0.5808734881545105,0.6032030313528877
89,0.753884436,0.785493668,0.700569142,0.8225219666695122,0.8627281909320107,0.8294375015355819,0.854026675295187
90,0.878305432,0.9464964760000001,0.8518368199999999,0.8226373207706373,0.9753652404139872,0.8618629385235889,0.9094628338562728
92,0.553506974,0.574016206,0.533969452,0.6564153120491788,0.6822740046335252,0.6924662286567328,0.6921082168864762
93,0.502578668,0.520617322,0.4867888779999999,0.6478847430259319,0.69055457167612,0.679635995210981,0.6875425364319627
94,0.363453748,0.35091735,0.34743536,0.5105970093294738,0.5481102416989999,0.6760490888400272,0.6799134740017577
95,0.466406298,0.46680254200000004,0.418374076,0.6331803790570627,0.6274006378488928,0.6998395514689244,0.6989841335552966
96,0.552916862,0.539831446,0.54346446,0.6361890316949801,0.63205832973581,0.6689357560929333,0.6759716534522102
97,0.653112486,0.685254026,0.662379498,0.7221513836160094,0.7381612949361036,0.7688013772215309,0.7689518572575993
98,0.573574328,0.585830262,0.556627752,0.6310770193956928,0.6787005733001626,0.8012825334469499,0.8225663209951204
99,0.640358232,0.651189298,0.658321308,0.6812758711425175,0.7312883344245288,0.7337795139877404,0.7322983578402695
100,0.64331262,0.648441754,0.632863772,0.7286049317864823,0.7511148914232767,0.813780460043403,0.8468556572337704
101,0.5131970260000001,0.5220347439999999,0.48335232,0.6302488448867513,0.6301262548522384,0.7409414337662595,0.7383403963392502
102,0.347632494,0.34773806,0.30798718,0.5178337965199684,0.5504471470635023,0.6810415432417961,0.6847304889482541
103,0.5380512100000001,0.5397577800000001,0.518048688,0.5820252117004521,0.6159158966368345,0.6638171462511775,0.6679742618645709
