subid,nll_idrnn_task0,nll_idrnn_task1,nll_idrnn_all,nll_cp_rnn_task0,nll_cp_rnn_task1,nll_cp_rnn_all,nll_vanilla_task0,nll_vanilla_task1,nll_vanilla_all,nll_cog_em,nll_cog_cp,nll_ill_em,nll_ill_cp
80,0.3013232350349426,0.3422086834907532,0.31767737865448,0.31121140718460083,0.34618324041366577,0.3252001404762268,0.27905717492103577,0.33725184202194214,0.30233505368232727,0.4989740545879401,0.5318287368105238,0.7385337665680629,0.7363290708631027
82,0.5173782110214233,0.6201592683792114,0.5584906339645386,0.5144601464271545,0.6251975297927856,0.558755099773407,0.5297604203224182,0.6327580809593201,0.5709594488143921,0.6233964196796562,0.6808956670807838,0.8698834318555506,0.894652981615695
83,0.36074015498161316,0.48026803135871887,0.40855133533477783,0.3807019293308258,0.4987542927265167,0.4279228448867798,0.3748140037059784,0.4800955355167389,0.4169265925884247,0.5452633650555397,0.5753908725278252,0.6895202447443795,0.6917000987925982
84,0.5318194031715393,0.9258951544761658,0.6894497275352478,0.5531833171844482,0.9326212406158447,0.7049583792686462,0.5134811997413635,0.9094164371490479,0.6718553900718689,0.7406835258501779,0.7610771200647717,0.7924751069181926,0.8030574493101
85,0.442162424325943,0.607040286064148,0.5081136226654053,0.4293516278266907,0.606216311454773,0.5000975131988525,0.4234350621700287,0.6234953999519348,0.5034592151641846,0.6190556665716638,0.6277940590521148,0.6645605730582071,0.6690709800404964
88,0.3581996560096741,0.5025666356086731,0.41594651341438293,0.3651615083217621,0.5004833340644836,0.4192902743816376,0.35878413915634155,0.4785503149032593,0.4066906273365021,0.5516456484903708,0.559799861407342,0.5808734881545105,0.6032030313528877
89,0.4420962631702423,1.2546451091766357,0.7671158909797668,0.46014800667762756,1.2586586475372314,0.7795522212982178,0.39042699337005615,1.2101298570632935,0.7183082103729248,0.8225219666695122,0.8627281909320107,0.8294375015355819,0.854026675295187
90,0.574846625328064,1.2699156999588013,0.852874219417572,0.6688193678855896,1.3291685581207275,0.9329590201377869,0.5858965516090393,1.2651981115341187,0.857617199420929,0.8226373207706373,0.9753652404139872,0.8618629385235889,0.9094628338562728
92,0.42336755990982056,0.7907953858375549,0.570338785648346,0.412211537361145,0.7886980772018433,0.5628061294555664,0.3682122230529785,0.7902944087982178,0.5370451807975769,0.6564153120491788,0.6822740046335252,0.6924662286567328,0.6921082168864762
93,0.3464762568473816,0.7232334613800049,0.49717915058135986,0.3624841272830963,0.7349945902824402,0.5114883184432983,0.32425710558891296,0.7327412366867065,0.4876507818698883,0.6478847430259319,0.69055457167612,0.679635995210981,0.6875425364319627
94,0.31739193201065063,0.3635197579860687,0.3358430564403534,0.33225536346435547,0.3880678713321686,0.3545803725719452,0.32772424817085266,0.3774920105934143,0.3476313352584839,0.5105970093294738,0.5481102416989999,0.6760490888400272,0.6799134740017577
95,0.38827764987945557,0.5276837944984436,0.44404008984565735,0.4355301260948181,0.5341816544532776,0.47499072551727295,0.3724425733089447,0.4953368902206421,0.4216002821922302,0.6331803790570627,0.6274006378488928,0.6998395514689244,0.6989841335552966
96,0.4310765266418457,0.6935726404190063,0.5360749959945679,0.427573561668396,0.6920167207717896,0.5333508253097534,0.4282331168651581,0.7088025212287903,0.5404608845710754,0.6361890316949801,0.63205832973581,0.6689357560929333,0.6759716534522102
97,0.5922966003417969,0.7874417901039124,0.6703546047210693,0.602738618850708,0.7920779585838318,0.6784744262695312,0.5820779204368591,0.7854005694389343,0.6634069681167603,0.7221513836160094,0.7381612949361036,0.7688013772215309,0.7689518572575993
98,0.6421638131141663,0.5325341820716858,0.5983118414878845,0.6155388951301575,0.5320008993148804,0.5821237564086914,0.5767551064491272,0.5375851988792419,0.5610871911048889,0.6310770193956928,0.6787005733001626,0.8012825334469499,0.8225663209951204
99,0.44437524676322937,0.9170247912406921,0.6334351301193237,0.4609241485595703,0.9377763867378235,0.6516650915145874,0.46838441491127014,0.9482519626617432,0.6603314280509949,0.6812758711425175,0.7312883344245288,0.7337795139877404,0.7322983578402695
100,0.6260779500007629,0.7492696046829224,0.6753547787666321,0.591636061668396,0.7404307126998901,0.6511539220809937,0.5588462948799133,0.7442938685417175,0.6330253481864929,0.7286049317864823,0.7511148914232767,0.813780460043403,0.8468556572337704
101,0.4879924952983856,0.5712525248527527,0.5212965607643127,0.4911070168018341,0.5778717398643494,0.5258128643035889,0.4407786428928375,0.5421141386032104,0.4813128113746643,0.6302488448867513,0.6301262548522384,0.7409414337662595,0.7383403963392502
102,0.3085818886756897,0.30757075548171997,0.3081774413585663,0.3704882860183716,0.3488937318325043,0.36185047030448914,0.30248481035232544,0.3129299283027649,0.3066628575325012,0.5178337965199684,0.5504471470635023,0.6810415432417961,0.6847304889482541
103,0.48384469747543335,0.6250155568122864,0.5403130054473877,0.4817264974117279,0.6248832941055298,0.538989245891571,0.4631046950817108,0.6022918224334717,0.5187795162200928,0.5820252117004521,0.6159158966368345,0.6638171462511775,0.6679742618645709
105,0.613981306552887,1.275744915008545,0.8786867260932922,0.6921740174293518,1.3388519287109375,0.9508451819419861,0.6741571426391602,1.292310357093811,0.9214183688163757,0.8264105150411397,0.9448146160787146,0.8772229268576626,0.9317754330809344
108,0.6565338969230652,0.9074715375900269,0.7569090127944946,0.6413251161575317,0.9084444642066956,0.7481728792190552,0.6314433813095093,0.9095523357391357,0.7426869869232178,0.8047968085265761,0.8181679861296384,0.8862177366901893,0.9529306686372008
109,0.6559401750564575,0.6754311919212341,0.6637365221977234,0.656979501247406,0.6756083965301514,0.6644310355186462,0.6226948499679565,0.6240101456642151,0.6232210993766785,0.7049121108057491,0.7189584541435954,0.7481491527790821,0.7583923057259346
110,0.418070912361145,0.5762675404548645,0.4813496172428131,0.3878110349178314,0.5727236270904541,0.46177607774734497,0.3651498258113861,0.565537691116333,0.4453049600124359,0.6047884509394907,0.6153989348171951,0.6142523326830397,0.6271250834536685
111,0.3769051730632782,0.8631175756454468,0.5713901519775391,0.3706625699996948,0.8635501265525818,0.5678175687789917,0.3740754723548889,0.8677496314048767,0.5715451836585999,0.657598453704907,0.6753040328025318,0.7188244829872962,0.7269398583679312
112,0.505843460559845,0.6805753707885742,0.5757361650466919,0.5012030601501465,0.6777161359786987,0.5718082785606384,0.4813121557235718,0.6749534606933594,0.5587686896324158,0.6240250906650247,0.6692259257467524,0.6801843960376316,0.6789068160514844
113,0.45860978960990906,0.4644809663295746,0.4609583020210266,0.4178279638290405,0.4734781086444855,0.4400880038738251,0.41255635023117065,0.4517776370048523,0.4282448887825012,0.4112132117809955,0.4862409916621663,0.4352934168518029,0.5128892887059651
114,0.39367809891700745,0.46577250957489014,0.4225158989429474,0.3815177083015442,0.47103413939476013,0.4173242449760437,0.3482497036457062,0.48082199692726135,0.4012785851955414,0.5363660458658218,0.5629967511864176,0.6212259210160187,0.632659434858407
115,0.47759559750556946,0.6750446557998657,0.5565751791000366,0.47087615728378296,0.6753709316253662,0.5526741147041321,0.4646557867527008,0.6793277859687805,0.5505245923995972,0.6413155050696023,0.6419042831437233,0.7144900805628822,0.7119272340700044
117,0.589488685131073,0.345348060131073,0.491832435131073,0.5711917281150818,0.3652971684932709,0.48883387446403503,0.49346745014190674,0.35585469007492065,0.438422292470932,0.5277307621534262,0.6022472416341663,0.6605534353555588,0.6612863533064879
118,0.364629864692688,0.7666742205619812,0.52544766664505,0.3623100519180298,0.7657899856567383,0.5237019658088684,0.3554350435733795,0.7811939120292664,0.5257386565208435,0.6663889811514405,0.6659438532463889,0.6928738517446469,0.69118226789856
119,0.3487105071544647,0.62018221616745,0.45729926228523254,0.3802133798599243,0.6214902400970459,0.47672411799430847,0.32873809337615967,0.5858729481697083,0.43159201741218567,0.5658436151383064,0.6179884690448694,0.6164158768429902,0.631831118365787
120,0.3662191331386566,0.4218443036079407,0.3884691894054413,0.3923283815383911,0.43261757493019104,0.40844401717185974,0.3846546709537506,0.4384593963623047,0.40617653727531433,0.5339522322264388,0.5491389791804576,0.5849218546584781,0.603054920752546
122,0.49928170442581177,0.7125316262245178,0.5845816135406494,0.4805784821510315,0.7081990838050842,0.5716267228126526,0.4677821099758148,0.6916531920433044,0.5573304891586304,0.6709478863786,0.6631860836825146,0.7409770363723702,0.7388289027824708
123,0.5337755680084229,0.5434662699699402,0.5376518368721008,0.42528337240219116,0.5363792181015015,0.4697217345237732,0.4360773265361786,0.5285946726799011,0.47308430075645447,0.5753938318770099,0.5908807051421632,0.580329232781127,0.5927890056145387
124,0.5849546194076538,1.0339961051940918,0.7645712494850159,0.6099778413772583,1.0398577451705933,0.7819298505783081,0.5874968767166138,1.0002065896987915,0.7525807023048401,0.7497224673326172,0.7484262067514946,0.7858124794773467,0.7896457788163739
125,0.43945974111557007,0.6687266230583191,0.5311664342880249,0.4457947909832001,0.6666176319122314,0.534123957157135,0.43410906195640564,0.6810604333877563,0.5328896641731262,0.6144896465973091,0.6263197634833646,0.6389614981688073,0.6528995392506165
128,0.6757991909980774,0.7659465074539185,0.7118580937385559,0.6443948149681091,0.7652722597122192,0.6927458643913269,0.6007042527198792,0.7466803789138794,0.6590946912765503,0.7014532037897707,0.7228660748137268,0.8194501066289563,0.8414271510858962
129,0.6452962756156921,1.2256709337234497,0.877446174621582,0.6841428875923157,1.2614119052886963,0.9150505065917969,0.6569666266441345,1.22219717502594,0.8830589056015015,0.8626733987189139,0.8913779477038974,0.8778047256675815,0.9317487177121804
131,0.3280784785747528,0.4558553099632263,0.3791891634464264,0.36315879225730896,0.465750128030777,0.40419527888298035,0.32762154936790466,0.4292386472225189,0.36826837062835693,0.513912857601577,0.5355096649812411,0.5396783547844025,0.5670384530668607
132,0.4507644474506378,0.6454447507858276,0.5286365151405334,0.47550782561302185,0.6507666707038879,0.5456113219261169,0.4352889358997345,0.6444953680038452,0.5189715027809143,0.6713857224147355,0.7017358259630581,0.7051486265084004,0.7181950389729136
133,0.4034079909324646,0.681486964225769,0.5146395564079285,0.3895938992500305,0.678781270980835,0.5052688121795654,0.39614975452423096,0.6681236624717712,0.5049393177032471,0.5489828520808966,0.5836999758993416,0.5247018591356771,0.5753466857844327
134,0.3694751560688019,0.3931801915168762,0.37895718216896057,0.39609575271606445,0.3978951573371887,0.3968155086040497,0.3404180109500885,0.40831348299980164,0.3675762116909027,0.41628289776199,0.4598838294566777,0.3982298367207519,0.4879462085601342
135,0.4297277331352234,0.9212042689323425,0.6263183355331421,0.42598140239715576,0.9325876832008362,0.628623902797699,0.4159840941429138,0.9334996938705444,0.6229903101921082,0.7284045407223071,0.7615936546149493,0.7878242952368754,0.7930991777151581
136,0.3324032723903656,0.3827577829360962,0.3525451123714447,0.3372386693954468,0.38479551672935486,0.35626137256622314,0.31650736927986145,0.3839040696620941,0.3434660732746124,0.5255716780326695,0.5317489401557763,0.5318127898130596,0.5870122417848114
137,0.5401901006698608,1.2429299354553223,0.8212860226631165,0.5049992203712463,1.3063896894454956,0.8255552649497986,0.4889518618583679,1.232473373413086,0.786360502243042,0.8006878148631027,0.8929432186590095,0.8234947750934962,0.8470665160420754
139,0.6489555239677429,1.5174587965011597,0.9963569641113281,0.6567471623420715,1.529961347579956,1.0060327053070068,0.635138213634491,1.4450379610061646,0.9590980410575867,0.8560472517518054,1.0055967668643842,0.8802276304142573,0.9342224529986728
141,0.5171307921409607,0.698485255241394,0.5896726250648499,0.5137174725532532,0.6997186541557312,0.5881178975105286,0.5105782151222229,0.7016979455947876,0.587026059627533,0.6688761793660645,0.6904637301619133,0.8065874271384079,0.8288819642232621
142,0.5203619599342346,0.5975064635276794,0.5512198209762573,0.47914499044418335,0.5969615578651428,0.526271641254425,0.4688445031642914,0.6009995937347412,0.5217065215110779,0.5764102120740973,0.613997157988131,0.6251094681028561,0.6409957842669863
143,0.6779518127441406,1.7152538299560547,1.0928726196289062,0.6653597354888916,1.7020856142044067,1.0800501108169556,0.6227566003799438,1.5876166820526123,1.0087007284164429,0.9064939821793444,1.12619721127093,0.9677921114591695,1.09678378918137
147,0.5319118499755859,1.0246347188949585,0.729000985622406,0.5285455584526062,1.0237765312194824,0.7266379594802856,0.4958660304546356,1.0136315822601318,0.7029722929000854,0.7415397280006768,0.7409819321868938,0.8373678476531979,0.8647019156443948
149,0.5012055039405823,0.8497107028961182,0.640607476234436,0.5216203331947327,0.8391481637954712,0.6486314535140991,0.513759195804596,0.8529145121574402,0.6494213342666626,0.6772621449952614,0.7186952020753467,0.8456198159995914,0.8645212208882397
