seed,idrnn,cp_rnn,vanilla,cp_minus_idrnn
200,0.5670332887394958,0.5798246693277311,0.5473357089495798,0.012791380588235368
300,0.5636789746218486,0.5731112553361345,0.5535969664705883,0.009432280714285923
400,0.5710624899579831,0.5635444668487395,0.5587586551680673,-0.0075180231092436545
500,0.570751382605042,0.5728058501680673,0.5455136850840336,0.0020544675630252973
600,0.5618109492016806,0.5745877727731092,0.5551692889915968,0.01277682357142862
