dataset_id,fold,session,nll_summed,model
1,1,0,130.91550477028608,Q (common fit)
1,1,2,100.66003140442712,Q (common fit)
1,1,4,141.49369349603455,Q (common fit)
1,1,6,124.57792051694628,Q (common fit)
1,1,10,135.0524337634401,Q (common fit)
1,1,11,83.51329821361655,Q (common fit)
1,1,22,126.6624811607609,Q (common fit)
1,1,23,91.79165612038771,Q (common fit)
1,1,25,134.77453437397435,Q (common fit)
1,1,26,94.6732056170429,Q (common fit)
1,1,27,93.12254424533813,Q (common fit)
1,1,28,134.56207322673,Q (common fit)
1,1,32,145.9479249429976,Q (common fit)
1,1,33,137.68106368947363,Q (common fit)
1,1,36,102.53794140417163,Q (common fit)
1,1,39,123.12247066199674,Q (common fit)
1,1,40,138.8218509759561,Q (common fit)
1,1,41,135.8023289277348,Q (common fit)
1,1,44,86.14577726851776,Q (common fit)
1,1,46,129.85588894350624,Q (common fit)
1,1,47,89.05888400731625,Q (common fit)
1,1,51,88.86087740387212,Q (common fit)
1,1,61,133.76180455272828,Q (common fit)
1,1,62,105.42413367579071,Q (common fit)
1,1,64,134.49906451695696,Q (common fit)
1,1,70,100.13907914448275,Q (common fit)
1,1,77,149.92370983679066,Q (common fit)
1,1,81,128.36028613489177,Q (common fit)
1,1,85,90.91392241886588,Q (common fit)
1,1,90,141.71793056865664,Q (common fit)
1,1,94,124.30439442139138,Q (common fit)
1,1,100,119.44703043404147,Q (common fit)
1,1,101,94.87456425748408,Q (common fit)
1,1,108,118.93332124100301,Q (common fit)
1,1,109,141.975456897083,Q (common fit)
1,1,111,110.43366871363844,Q (common fit)
1,1,112,130.97037756015558,Q (common fit)
1,1,113,101.30682457746279,Q (common fit)
1,1,118,102.02386455691432,Q (common fit)
1,1,120,94.69888557601976,Q (common fit)
1,1,123,123.17534851640268,Q (common fit)
1,1,127,126.96024763127367,Q (common fit)
1,1,136,108.8868938991157,Q (common fit)
1,1,139,109.65632894984064,Q (common fit)
1,1,141,101.3606778775026,Q (common fit)
1,1,142,86.00351302975297,Q (common fit)
1,1,144,98.03313856963429,Q (common fit)
1,1,145,142.91246259946624,Q (common fit)
1,1,146,128.1447609140739,Q (common fit)
1,1,147,90.92427165229935,Q (common fit)
1,1,153,135.0576177984464,Q (common fit)
1,1,154,129.7328387195771,Q (common fit)
1,1,155,118.15511968011175,Q (common fit)
1,1,156,130.52179124304683,Q (common fit)
1,1,159,131.2623077000612,Q (common fit)
1,1,161,133.10124206559072,Q (common fit)
1,1,162,143.88840617350846,Q (common fit)
1,1,163,102.30397338433974,Q (common fit)
1,1,166,133.69927085913434,Q (common fit)
1,1,168,144.69759960552153,Q (common fit)
1,1,184,96.44630126195828,Q (common fit)
1,1,187,93.57980432533259,Q (common fit)
1,1,189,107.04682862846937,Q (common fit)
1,1,190,118.8250784256548,Q (common fit)
