dataset_id,fold,session,nll_summed,model
0,2,1,68.7403651449868,Q (common fit)
0,2,3,108.85962192731033,Q (common fit)
0,2,7,96.77071099899484,Q (common fit)
0,2,8,130.49619722835004,Q (common fit)
0,2,13,118.73777969572335,Q (common fit)
0,2,14,136.23888736202045,Q (common fit)
0,2,17,131.2523585457726,Q (common fit)
0,2,20,132.48830061840894,Q (common fit)
0,2,21,140.25294814666805,Q (common fit)
0,2,34,95.94911329829847,Q (common fit)
0,2,37,146.8150016872678,Q (common fit)
0,2,43,128.15713276661333,Q (common fit)
0,2,48,130.31260561454314,Q (common fit)
0,2,49,131.19175670873375,Q (common fit)
0,2,50,87.56422030490523,Q (common fit)
0,2,52,92.80459251845102,Q (common fit)
0,2,53,132.61670221697202,Q (common fit)
0,2,54,124.6758183839709,Q (common fit)
0,2,57,126.86501287386771,Q (common fit)
0,2,58,147.35791115359757,Q (common fit)
0,2,59,137.39158766494185,Q (common fit)
0,2,63,88.76299081346006,Q (common fit)
0,2,71,85.5979737743356,Q (common fit)
0,2,72,146.02464158908495,Q (common fit)
0,2,74,100.6307361179898,Q (common fit)
0,2,80,94.44729621326488,Q (common fit)
0,2,83,143.95993696013812,Q (common fit)
0,2,87,76.73472535487612,Q (common fit)
0,2,88,102.16117396571698,Q (common fit)
0,2,89,95.93726092587191,Q (common fit)
0,2,91,79.6229013201016,Q (common fit)
0,2,92,130.75325059073063,Q (common fit)
0,2,99,136.95550245991834,Q (common fit)
0,2,102,102.82209927240305,Q (common fit)
0,2,103,97.38257405141898,Q (common fit)
0,2,105,80.29305499730101,Q (common fit)
0,2,106,133.2163623766828,Q (common fit)
0,2,107,129.57399401225567,Q (common fit)
0,2,110,143.70517725507113,Q (common fit)
0,2,116,72.35322737600548,Q (common fit)
0,2,121,106.16514489234551,Q (common fit)
0,2,129,121.00804830321987,Q (common fit)
0,2,130,100.2556505661721,Q (common fit)
0,2,131,118.99679996435653,Q (common fit)
0,2,133,127.3081890471969,Q (common fit)
0,2,134,99.73340535491731,Q (common fit)
0,2,138,115.44308121594024,Q (common fit)
0,2,149,79.81501016464952,Q (common fit)
0,2,151,117.53470498346998,Q (common fit)
0,2,157,119.5016337752627,Q (common fit)
0,2,160,97.2121410911739,Q (common fit)
0,2,167,106.6598726423868,Q (common fit)
0,2,171,120.85726778120912,Q (common fit)
0,2,175,136.27962550084723,Q (common fit)
0,2,176,125.37359236970339,Q (common fit)
0,2,178,136.4460640249994,Q (common fit)
0,2,179,139.6469795724753,Q (common fit)
0,2,180,91.75796885611501,Q (common fit)
0,2,181,136.91703359514494,Q (common fit)
0,2,183,91.27788330960406,Q (common fit)
0,2,185,84.26839119985493,Q (common fit)
0,2,188,106.44562457003161,Q (common fit)
0,2,192,102.32370822548793,Q (common fit)
0,2,193,116.83769159624046,Q (common fit)
0,2,196,111.51458060231394,Q (common fit)
0,2,199,84.5264258586805,Q (common fit)
0,2,1,56.664158894408125,Q (MAP)
0,2,3,108.1140070939479,Q (MAP)
0,2,7,89.58485790782527,Q (MAP)
0,2,8,129.63641052174344,Q (MAP)
0,2,13,102.05257015826972,Q (MAP)
0,2,14,130.01220282949555,Q (MAP)
0,2,17,131.14217054340662,Q (MAP)
0,2,20,132.48334650405403,Q (MAP)
0,2,21,137.00347703968674,Q (MAP)
0,2,34,89.74722866396401,Q (MAP)
0,2,37,112.96244810381998,Q (MAP)
0,2,43,121.21039785360233,Q (MAP)
0,2,48,128.95298133599437,Q (MAP)
0,2,49,111.1272356999377,Q (MAP)
0,2,50,75.87073071534185,Q (MAP)
0,2,52,83.58019615936685,Q (MAP)
0,2,53,131.58212205918733,Q (MAP)
0,2,54,122.82656632505663,Q (MAP)
0,2,57,115.60841435839019,Q (MAP)
0,2,58,144.07428720566264,Q (MAP)
0,2,59,137.81051325995088,Q (MAP)
0,2,63,83.15780943215762,Q (MAP)
0,2,71,82.78677514326579,Q (MAP)
0,2,72,138.83172858243253,Q (MAP)
0,2,74,96.75661246266056,Q (MAP)
0,2,80,91.26111325395858,Q (MAP)
0,2,83,137.92265194444676,Q (MAP)
0,2,87,69.57638787729101,Q (MAP)
0,2,88,97.11278813896104,Q (MAP)
0,2,89,92.47432071711984,Q (MAP)
0,2,91,75.67795443622114,Q (MAP)
0,2,92,129.72811268542216,Q (MAP)
0,2,99,129.61937214970283,Q (MAP)
0,2,102,102.9253667084346,Q (MAP)
0,2,103,94.03382868905152,Q (MAP)
0,2,105,75.72254985148348,Q (MAP)
0,2,106,133.64657063577857,Q (MAP)
0,2,107,128.78055450314636,Q (MAP)
0,2,110,140.84628199956973,Q (MAP)
0,2,116,65.47393661441858,Q (MAP)
0,2,121,104.54192338601348,Q (MAP)
0,2,129,120.62497371512175,Q (MAP)
0,2,130,99.278428887985,Q (MAP)
0,2,131,116.23082823705614,Q (MAP)
0,2,133,127.21194091428193,Q (MAP)
0,2,134,97.32605136800348,Q (MAP)
0,2,138,114.1466487490882,Q (MAP)
0,2,149,75.97900288230593,Q (MAP)
0,2,151,121.80861002343357,Q (MAP)
0,2,157,116.47669465573452,Q (MAP)
0,2,160,97.04204444886601,Q (MAP)
0,2,167,105.90086958829421,Q (MAP)
0,2,171,94.85969136271912,Q (MAP)
0,2,175,136.21633770667856,Q (MAP)
0,2,176,125.19013874907094,Q (MAP)
0,2,178,136.7653748399923,Q (MAP)
0,2,179,107.4096871293602,Q (MAP)
0,2,180,90.37353386761784,Q (MAP)
0,2,181,133.06596638518423,Q (MAP)
0,2,183,84.63123954140761,Q (MAP)
0,2,185,80.63634323299148,Q (MAP)
0,2,188,104.92435709172567,Q (MAP)
0,2,192,87.48222633671998,Q (MAP)
0,2,193,111.57437097664545,Q (MAP)
0,2,196,109.32792351861906,Q (MAP)
0,2,199,79.17726725306267,Q (MAP)
0,2,1,55.19678118221833,FQ (common fit)
0,2,3,82.94622412526135,FQ (common fit)
0,2,7,71.05455461212662,FQ (common fit)
0,2,8,128.23243717402363,FQ (common fit)
0,2,13,99.36824626548413,FQ (common fit)
0,2,14,119.13371837137943,FQ (common fit)
0,2,17,130.20964193358742,FQ (common fit)
0,2,20,130.45145731488748,FQ (common fit)
0,2,21,138.71541520712213,FQ (common fit)
0,2,34,89.89446811427528,FQ (common fit)
0,2,37,117.14789904355541,FQ (common fit)
0,2,43,122.41150183445824,FQ (common fit)
0,2,48,130.01154579491725,FQ (common fit)
0,2,49,89.88136498058292,FQ (common fit)
0,2,50,64.6295411126918,FQ (common fit)
0,2,52,80.01627135058327,FQ (common fit)
0,2,53,132.83328146091668,FQ (common fit)
0,2,54,68.66827135780436,FQ (common fit)
0,2,57,99.78012422333939,FQ (common fit)
0,2,58,141.76186285930672,FQ (common fit)
0,2,59,137.29221886984485,FQ (common fit)
0,2,63,66.98273978960147,FQ (common fit)
0,2,71,77.64020360785032,FQ (common fit)
0,2,72,142.03198349578855,FQ (common fit)
0,2,74,76.97506946958345,FQ (common fit)
0,2,80,86.52223961161337,FQ (common fit)
0,2,83,143.2123240999416,FQ (common fit)
0,2,87,73.12306286915002,FQ (common fit)
0,2,88,81.75934912132787,FQ (common fit)
0,2,89,86.9167777425612,FQ (common fit)
0,2,91,69.68450482136723,FQ (common fit)
0,2,92,128.69818872464657,FQ (common fit)
0,2,99,132.52757319873427,FQ (common fit)
0,2,102,95.72437142676297,FQ (common fit)
0,2,103,81.95294447098019,FQ (common fit)
0,2,105,73.76748908758097,FQ (common fit)
0,2,106,131.5018885917597,FQ (common fit)
0,2,107,125.45906136442379,FQ (common fit)
0,2,110,141.67827396239372,FQ (common fit)
0,2,116,58.84006374232021,FQ (common fit)
0,2,121,69.55221622246039,FQ (common fit)
0,2,129,124.81247127851628,FQ (common fit)
0,2,130,86.62203283382355,FQ (common fit)
0,2,131,105.44737057697877,FQ (common fit)
0,2,133,123.21335363727492,FQ (common fit)
0,2,134,82.7241029209218,FQ (common fit)
0,2,138,71.00271928322182,FQ (common fit)
0,2,149,73.49938968763368,FQ (common fit)
0,2,151,97.59576659091745,FQ (common fit)
0,2,157,115.47624491092645,FQ (common fit)
0,2,160,72.59967760190236,FQ (common fit)
0,2,167,97.32640844710782,FQ (common fit)
0,2,171,99.35090025929104,FQ (common fit)
0,2,175,137.7692390397075,FQ (common fit)
0,2,176,121.55518739951354,FQ (common fit)
0,2,178,135.84077001275298,FQ (common fit)
0,2,179,102.54271487986765,FQ (common fit)
0,2,180,75.98262337401765,FQ (common fit)
0,2,181,139.15538013176908,FQ (common fit)
0,2,183,80.13673250375369,FQ (common fit)
0,2,185,78.5179101533402,FQ (common fit)
0,2,188,72.89278089436246,FQ (common fit)
0,2,192,93.14833904387227,FQ (common fit)
0,2,193,88.37454798433765,FQ (common fit)
0,2,196,92.61516560547643,FQ (common fit)
0,2,199,71.30109032091235,FQ (common fit)
0,2,1,49.25693138046743,FQ (MAP)
0,2,3,82.03600059536836,FQ (MAP)
0,2,7,66.14124976127863,FQ (MAP)
0,2,8,127.96644717381646,FQ (MAP)
0,2,13,89.55631246641994,FQ (MAP)
0,2,14,113.76966586632902,FQ (MAP)
0,2,17,129.9927117195292,FQ (MAP)
0,2,20,130.07114886719827,FQ (MAP)
0,2,21,137.01096115055023,FQ (MAP)
0,2,34,84.9089711085992,FQ (MAP)
0,2,37,103.22120399339916,FQ (MAP)
0,2,43,118.99208579108068,FQ (MAP)
0,2,48,129.0301500943535,FQ (MAP)
0,2,49,83.36367833108845,FQ (MAP)
0,2,50,53.40489369710776,FQ (MAP)
0,2,52,75.43715449478279,FQ (MAP)
0,2,53,130.91091565442017,FQ (MAP)
0,2,54,67.78625614985816,FQ (MAP)
0,2,57,95.79107781363727,FQ (MAP)
0,2,58,140.87844604530798,FQ (MAP)
0,2,59,137.13990510108178,FQ (MAP)
0,2,63,63.28230252219872,FQ (MAP)
0,2,71,75.60192451775048,FQ (MAP)
0,2,72,137.34356897111434,FQ (MAP)
0,2,74,72.49419862193486,FQ (MAP)
0,2,80,80.94289153421776,FQ (MAP)
0,2,83,138.8064359976289,FQ (MAP)
0,2,87,68.6420089232215,FQ (MAP)
0,2,88,70.37324401638301,FQ (MAP)
0,2,89,87.2119321248913,FQ (MAP)
0,2,91,67.2511335662988,FQ (MAP)
0,2,92,127.83919079747834,FQ (MAP)
0,2,99,129.59272363796208,FQ (MAP)
0,2,102,95.94545591589257,FQ (MAP)
0,2,103,82.52959836954015,FQ (MAP)
0,2,105,72.27006711383218,FQ (MAP)
0,2,106,131.79451150292232,FQ (MAP)
0,2,107,124.62646954938161,FQ (MAP)
0,2,110,140.1515207373622,FQ (MAP)
0,2,116,55.70897248367586,FQ (MAP)
0,2,121,64.71710207314317,FQ (MAP)
0,2,129,124.85013511461898,FQ (MAP)
0,2,130,84.24154216071007,FQ (MAP)
0,2,131,99.8875761789982,FQ (MAP)
0,2,133,122.88960771173888,FQ (MAP)
0,2,134,80.86372595069935,FQ (MAP)
0,2,138,69.91834567580199,FQ (MAP)
0,2,149,71.41090874944274,FQ (MAP)
0,2,151,98.18275751793227,FQ (MAP)
0,2,157,113.46867341913216,FQ (MAP)
0,2,160,72.07286185211706,FQ (MAP)
0,2,167,92.53467799084173,FQ (MAP)
0,2,171,92.0110951286881,FQ (MAP)
0,2,175,137.18392941333047,FQ (MAP)
0,2,176,120.19065475122483,FQ (MAP)
0,2,178,135.44858327005886,FQ (MAP)
0,2,179,90.34589591278245,FQ (MAP)
0,2,180,75.44246963175759,FQ (MAP)
0,2,181,133.68865476558727,FQ (MAP)
0,2,183,76.44928472287499,FQ (MAP)
0,2,185,76.88063898362316,FQ (MAP)
0,2,188,73.04407089544213,FQ (MAP)
0,2,192,83.00516828789469,FQ (MAP)
0,2,193,88.49291489443239,FQ (MAP)
0,2,196,91.93860889255022,FQ (MAP)
0,2,199,67.88389279503495,FQ (MAP)
0,2,1,48.439161313399836,True model
0,2,3,81.93418672132977,True model
0,2,7,65.22911977273603,True model
0,2,8,129.5414299900437,True model
0,2,13,90.52880621913839,True model
0,2,14,113.52338883115273,True model
0,2,17,129.9906758530503,True model
0,2,20,131.62363910006593,True model
0,2,21,136.44425805601742,True model
0,2,34,83.99587710520183,True model
0,2,37,103.80006147328558,True model
0,2,43,118.09062703879522,True model
0,2,48,129.27447258344586,True model
0,2,49,83.40083679796477,True model
0,2,50,51.898211949235176,True model
0,2,52,74.43708289324258,True model
0,2,53,129.49521366071974,True model
0,2,54,67.66120995764106,True model
0,2,57,95.67676222713257,True model
0,2,58,139.9711616337722,True model
0,2,59,137.0537630465723,True model
0,2,63,64.22748302241598,True model
0,2,71,76.22465461115627,True model
0,2,72,135.78996088149074,True model
0,2,74,72.4426777209234,True model
0,2,80,80.1051159304672,True model
0,2,83,138.03626856836271,True model
0,2,87,69.6225381047497,True model
0,2,88,69.6051455537874,True model
0,2,89,87.29763465272143,True model
0,2,91,67.34524732261931,True model
0,2,92,127.66530140728102,True model
0,2,99,129.1538827152358,True model
0,2,102,95.87346661034894,True model
0,2,103,82.47894084177051,True model
0,2,105,79.60020887269174,True model
0,2,106,131.71922490210704,True model
0,2,107,124.41587583984125,True model
0,2,110,140.63360101124204,True model
0,2,116,55.81723794644442,True model
0,2,121,63.833905677222475,True model
0,2,129,125.09888867888765,True model
0,2,130,85.2160830195389,True model
0,2,131,100.09801342034824,True model
0,2,133,123.25133356772123,True model
0,2,134,82.72943774660291,True model
0,2,138,69.98078043759773,True model
0,2,149,71.40915065714654,True model
0,2,151,98.13272492261227,True model
0,2,157,113.5943754493006,True model
0,2,160,72.53232610695251,True model
0,2,167,92.45057440518397,True model
0,2,171,91.588561682543,True model
0,2,175,136.8179973839618,True model
0,2,176,119.97242264010487,True model
0,2,178,134.50949779452884,True model
0,2,179,91.05787469392598,True model
0,2,180,75.65926637076419,True model
0,2,181,133.44675209319112,True model
0,2,183,76.46740771103873,True model
0,2,185,76.7539848551169,True model
0,2,188,73.35682891725011,True model
0,2,192,82.16098425142297,True model
0,2,193,88.70555771793046,True model
0,2,196,92.10583858670385,True model
0,2,199,67.49787668350095,True model
