target,idrnn_pearson_mean,idrnn_pearson_sd,idrnn_spearman_mean,idrnn_spearman_sd,idrnn_loo_r_mean,idrnn_loo_r_sd,idrnn_loo_r2_mean,idrnn_loo_r2_sd,idrnn_best_pearson_mean,idrnn_best_pearson_sd,idrnn_frac_pos,vanilla_pearson_mean,vanilla_pearson_sd,vanilla_spearman_mean,vanilla_spearman_sd,vanilla_loo_r_mean,vanilla_loo_r_sd,vanilla_loo_r2_mean,vanilla_loo_r2_sd,vanilla_best_pearson_mean,vanilla_best_pearson_sd,vanilla_frac_pos
PANAS_PA,0.20506684635005296,0.01506585051762459,0.18024975609999314,0.016443223607775226,0.1110383059985965,0.02428519798882122,0.011648108044056504,0.006345836967314194,0.16631641214729886,0.03234821946387345,1.0,0.2603166120859392,0.00984664222178601,0.23141361933797136,0.015485795230948843,0.13690199090146377,0.019908347804425748,0.013707460586652032,0.010264879318018503,0.2443317588645168,0.003466025569046894,1.0
PANAS_NA,0.23686385142612182,0.014517867410529075,0.22974078257848168,0.01594221235843455,0.1538466341749936,0.018205831923536486,0.023723318136595818,0.00586171510324663,0.19623404784091067,0.03613299687500002,1.0,0.2635777761895926,0.00923068310484606,0.23076403247287947,0.017955727235737507,0.15358619639694698,0.03152014339408321,0.02056234447190929,0.013180830755866534,0.25412510563896895,0.0022855413196133886,0.9
STICSA,0.21812267226952492,0.045717310254427386,0.19781424680402715,0.04707035805210498,0.11413162536042099,0.08941113094600903,0.01581616066735305,0.023102863526162906,0.16593546462032635,0.041265720531345536,0.8,0.05694268222961688,0.016404804525770762,0.09289010684647972,0.026860287996765646,-0.49590308766653707,0.12192121112824604,-0.012663855093933928,0.0007963555866311691,0.04542252976498711,0.01654678611429881,0.0
PHQ,0.20698575466473695,0.04599583688455555,0.19718677484397024,0.05574029709582603,0.07995914159718356,0.12564307259510582,0.01134530561312257,0.023100577149432325,0.17846985355650208,0.04047173921580453,0.7,0.0530837751003874,0.024688565048404002,0.045251458016019125,0.035633254383194486,-0.5336613470775318,0.18433230258623984,-0.012433251366683051,0.0009811523300184853,0.049132805891628724,0.023041764668864543,0.0
CEI,0.2506915072911335,0.03016782516252231,0.21982588053215796,0.026579100381686618,0.17738814010667678,0.041364938127279594,0.032460265575633016,0.014915588277398764,0.21728514676541297,0.03941473664958312,1.0,0.16299028789810305,0.0139732975745585,0.14309327747014428,0.021302515295801468,-0.05410696295724399,0.15014796624589918,-0.018890706949619272,0.02474298587294718,0.1513975964203748,0.003797999102346246,0.4
BIG5_open,0.22534441247008252,0.015433033728460272,0.2108475572620602,0.012838307207658377,0.12921482608798543,0.024928951810929342,0.016056416994885424,0.006830152947151666,0.1922331444984926,0.02644247546448545,0.9,0.07784977345159204,0.03739437029835335,0.06213291671599193,0.04355878422705757,-0.3796298778853323,0.17756579120392488,-0.01050991397570249,0.004291055036117718,0.06589575700189182,0.03768883095700423,0.1
AxDep,0.20433442324132017,0.07177987905885397,0.2056101656963726,0.08505512275800216,-0.0021537371668246875,0.26809797858309015,0.010229783196149,0.020744713010563912,0.1678591543468117,0.06341140155588815,0.6,0.11222815431888045,0.029081815892754586,0.06906112852664577,0.02883399723373459,-0.4542276336413809,0.10408926543474528,-0.014320209689508822,0.0009323815718168081,0.07611584480038963,0.014568852871381021,0.0
posMood,0.09483043141866643,0.031294494474671995,0.08205761659505381,0.040481331077944514,-0.5004815182281573,0.15945340919616838,-0.015317418930584558,0.0009888377227333456,0.07125800570353215,0.026479764786558568,0.0,0.1314120417274179,0.038736616634173014,0.10505309338770111,0.03502515165439065,-0.3190831636221034,0.12331016072646367,-0.028748333731147425,0.029033015927534198,0.09311718753533889,0.02471979406461161,0.0
negMood,0.1547402526090068,0.039758634857165555,0.1957305175034259,0.03740176737307927,-0.19704412389457812,0.194509353033198,-0.016810889636412817,0.01002023063725503,0.12171887941952808,0.026230132141967663,0.0,0.13783947053552395,0.024228259531117596,0.18512036367938872,0.03008464225152981,-0.22669239546097816,0.12800038427352223,-0.02290436338747699,0.01031418865737799,0.12339279344171224,0.026599393935688196,0.0
Exp,0.16828667422242205,0.05404652908901692,0.13100783699059562,0.054153948532572244,-0.14106042966257062,0.21615931469356428,-0.008058804452519053,0.01700676898688239,0.14602518179886453,0.0600306777592088,0.3,0.09925877985044386,0.032013034936707735,0.10018360949395433,0.03596477445678949,-0.5209359762490436,0.12053843571159083,-0.015029921790117107,0.0008401245051519638,0.0630288810177715,0.017124936580005877,0.0
WM_composite,0.4294370898401648,0.016675457528607746,0.41730925711119965,0.021928564214745955,0.3769111338662318,0.019639511000474733,0.1414603846410004,0.01517573753016374,0.36410473245490815,0.04305799312330101,1.0,0.24838745426319436,0.0515656744496889,0.3005176503176884,0.04796337067213148,0.14402450090703373,0.07702341506451135,0.024559918298999218,0.02930422506032719,0.20543212972856661,0.03313212614402165,0.8
