dataset_id,fold,session,nll_summed
1,1,0,131.2716064453125
1,1,1,92.43031311035156
1,1,2,138.92691040039062
1,1,3,150.73782348632812
1,1,4,143.43472290039062
1,1,5,79.53334045410156
1,1,6,135.55490112304688
1,1,7,82.71931457519531
1,1,8,131.46072387695312
1,1,9,96.66959381103516
1,1,10,83.96455383300781
1,1,11,137.05409240722656
1,1,12,143.6237030029297
1,1,13,138.2460479736328
1,1,14,92.40092468261719
1,1,15,126.27071380615234
1,1,16,140.69776916503906
1,1,17,138.458251953125
1,1,18,76.36981964111328
1,1,19,134.3606414794922
1,1,20,82.26603698730469
1,1,21,79.45326232910156
1,1,22,143.81484985351562
1,1,23,75.03463745117188
1,1,24,143.33914184570312
1,1,25,81.06455993652344
1,1,26,173.10934448242188
1,1,27,127.5640640258789
1,1,28,92.05986022949219
1,1,29,118.12629699707031
1,1,30,122.41104888916016
1,1,31,129.21578979492188
1,1,32,96.48047637939453
1,1,33,121.7784652709961
1,1,34,143.76889038085938
1,1,35,90.3772964477539
1,1,36,130.8152313232422
1,1,37,87.27699279785156
1,1,38,74.46882629394531
1,1,39,86.98574829101562
1,1,40,122.49910736083984
1,1,41,123.8818130493164
1,1,42,109.5182876586914
1,1,43,86.4384536743164
1,1,44,112.9538345336914
1,1,45,80.48008728027344
1,1,46,96.677490234375
1,1,47,160.0974884033203
1,1,48,127.60581970214844
1,1,49,85.97966003417969
1,1,50,140.7852783203125
1,1,51,124.0140151977539
1,1,52,117.10921478271484
1,1,53,93.68522644042969
1,1,54,135.08102416992188
1,1,55,135.0111083984375
1,1,56,139.3150634765625
1,1,57,74.76786804199219
1,1,58,133.83651733398438
1,1,59,166.90487670898438
1,1,60,94.61544036865234
1,1,61,90.82051086425781
1,1,62,88.66716003417969
1,1,63,126.75736236572266
1,1,64,64.11312103271484
1,1,65,74.73883819580078
1,1,66,55.43193435668945
1,2,0,85.7391128540039
1,2,1,91.54359436035156
1,2,2,126.5378189086914
1,2,3,77.96391296386719
1,2,4,107.0550537109375
1,2,5,131.14979553222656
1,2,6,92.4477767944336
1,2,7,83.47521209716797
1,2,8,77.36087799072266
1,2,9,100.9651870727539
1,2,10,137.7953338623047
1,2,11,95.71109771728516
1,2,12,92.40230560302734
1,2,13,105.81040954589844
