dataset_id,seed,split,model,feature,n_features,latent_dim,acc_mean,acc_std
4,142,test_data,informed_decoder_h,mean,10,10,0.7949999999999999,0.05787918451395114
4,142,test_data,vanilla_h_PCA3,mean,3,10,0.6849999999999999,0.0254950975679639
4,142,test_data,common_process_h_PCA3,mean,3,10,0.77,0.04301162633521313
4,142,test_data,informed_decoder_h_PCA3,mean,3,10,0.6699999999999999,0.018708286933869687
5,12,train_data,IDRNN_mu,mean,3,3,0.74,0.04358898943540673
5,12,train_data,vanilla_h,mean,10,10,0.8300000000000001,0.029154759474226483
5,12,train_data,common_process_h,mean,10,10,0.875,0.0894427190999916
5,12,train_data,informed_decoder_h,mean,10,10,0.7649999999999999,0.03391164991562637
5,12,train_data,vanilla_h_PCA3,mean,3,10,0.7949999999999999,0.029154759474226483
5,12,train_data,common_process_h_PCA3,mean,3,10,0.7649999999999999,0.06041522986797285
5,12,train_data,informed_decoder_h_PCA3,mean,3,10,0.77,0.04301162633521313
5,12,test_data,IDRNN_mu,mean,3,3,0.78,0.04301162633521314
5,12,test_data,vanilla_h,mean,10,10,0.885,0.03391164991562633
5,12,test_data,common_process_h,mean,10,10,0.905,0.018708286933869722
5,12,test_data,informed_decoder_h,mean,10,10,0.8400000000000001,0.02549509756796391
5,12,test_data,vanilla_h_PCA3,mean,3,10,0.85,0.035355339059327376
5,12,test_data,common_process_h_PCA3,mean,3,10,0.85,0.035355339059327376
5,12,test_data,informed_decoder_h_PCA3,mean,3,10,0.8549999999999999,0.03316624790355399
5,50,train_data,IDRNN_mu,mean,3,3,0.755,0.010000000000000009
5,50,train_data,vanilla_h,mean,10,10,0.825,0.02738612787525829
5,50,train_data,common_process_h,mean,10,10,0.7849999999999999,0.04636809247747851
5,50,train_data,informed_decoder_h,mean,10,10,0.7350000000000001,0.020000000000000018
5,50,train_data,vanilla_h_PCA3,mean,3,10,0.7150000000000001,0.051478150704935006
5,50,train_data,common_process_h_PCA3,mean,3,10,0.705,0.04582575694955839
5,50,train_data,informed_decoder_h_PCA3,mean,3,10,0.6799999999999999,0.024494897427831765
5,50,test_data,IDRNN_mu,mean,3,3,0.8,0.05916079783099616
5,50,test_data,vanilla_h,mean,10,10,0.8799999999999999,0.04301162633521313
5,50,test_data,common_process_h,mean,10,10,0.8850000000000001,0.03391164991562637
5,50,test_data,informed_decoder_h,mean,10,10,0.8100000000000002,0.03391164991562633
5,50,test_data,vanilla_h_PCA3,mean,3,10,0.8549999999999999,0.05787918451395111
5,50,test_data,common_process_h_PCA3,mean,3,10,0.845,0.0484767985741633
5,50,test_data,informed_decoder_h_PCA3,mean,3,10,0.76,0.08154753215150046
5,76,train_data,IDRNN_mu,mean,3,3,0.6799999999999999,0.04847679857416329
5,76,train_data,vanilla_h,mean,10,10,0.8049999999999999,0.03999999999999999
5,76,train_data,common_process_h,mean,10,10,0.89,0.048989794855663564
5,76,train_data,informed_decoder_h,mean,10,10,0.6900000000000001,0.04636809247747852
5,76,train_data,vanilla_h_PCA3,mean,3,10,0.77,0.02915475947422653
5,76,train_data,common_process_h_PCA3,mean,3,10,0.8,0.0632455532033676
5,76,train_data,informed_decoder_h_PCA3,mean,3,10,0.6799999999999999,0.07141428428542851
5,76,test_data,IDRNN_mu,mean,3,3,0.635,0.05830951894845299
5,76,test_data,vanilla_h,mean,10,10,0.8400000000000001,0.058309518948453015
5,76,test_data,common_process_h,mean,10,10,0.945,0.02915475947422648
5,76,test_data,informed_decoder_h,mean,10,10,0.765,0.030000000000000023
5,76,test_data,vanilla_h_PCA3,mean,3,10,0.8150000000000001,0.051478150704934986
5,76,test_data,common_process_h_PCA3,mean,3,10,0.8950000000000001,0.03316624790355399
5,76,test_data,informed_decoder_h_PCA3,mean,3,10,0.76,0.04636809247747853
5,100,train_data,IDRNN_mu,mean,3,3,0.71,0.025495097567963917
5,100,train_data,vanilla_h,mean,10,10,0.8350000000000002,0.040620192023179784
5,100,train_data,common_process_h,mean,10,10,0.9,0.02738612787525833
5,100,train_data,informed_decoder_h,mean,10,10,0.76,0.03391164991562633
5,100,train_data,vanilla_h_PCA3,mean,3,10,0.7649999999999999,0.04636809247747852
5,100,train_data,common_process_h_PCA3,mean,3,10,0.8549999999999999,0.03316624790355399
5,100,train_data,informed_decoder_h_PCA3,mean,3,10,0.76,0.03741657386773941
5,100,test_data,IDRNN_mu,mean,3,3,0.705,0.03316624790355399
5,100,test_data,vanilla_h,mean,10,10,0.9099999999999999,0.03391164991562634
5,100,test_data,common_process_h,mean,10,10,0.915,0.03391164991562633
5,100,test_data,informed_decoder_h,mean,10,10,0.82,0.018708286933869677
5,100,test_data,vanilla_h_PCA3,mean,3,10,0.8649999999999999,0.05385164807134503
5,100,test_data,common_process_h_PCA3,mean,3,10,0.9049999999999999,0.03674234614174768
5,100,test_data,informed_decoder_h_PCA3,mean,3,10,0.825,0.015811388300841875
5,142,train_data,IDRNN_mu,mean,3,3,0.41,0.07516648189186455
5,142,train_data,vanilla_h,mean,10,10,0.89,0.025495097567963948
5,142,train_data,common_process_h,mean,10,10,0.8550000000000001,0.033166247903554
5,142,train_data,informed_decoder_h,mean,10,10,0.8300000000000001,0.03316624790355399
5,142,train_data,vanilla_h_PCA3,mean,3,10,0.8,0.05
5,142,train_data,common_process_h_PCA3,mean,3,10,0.825,0.05
5,142,train_data,informed_decoder_h_PCA3,mean,3,10,0.7799999999999999,0.06204836822995426
5,142,test_data,IDRNN_mu,mean,3,3,0.5900000000000001,0.051478150704935006
5,142,test_data,vanilla_h,mean,10,10,0.9099999999999999,0.03391164991562631
5,142,test_data,common_process_h,mean,10,10,0.9099999999999999,0.019999999999999976
5,142,test_data,informed_decoder_h,mean,10,10,0.8950000000000001,0.018708286933869726
5,142,test_data,vanilla_h_PCA3,mean,3,10,0.89,0.033911649915626375
5,142,test_data,common_process_h_PCA3,mean,3,10,0.86,0.040620192023179805
5,142,test_data,informed_decoder_h_PCA3,mean,3,10,0.82,0.02915475947422648
6,12,train_data,IDRNN_mu,mean,3,3,0.5450000000000002,0.03316624790355399
6,12,train_data,vanilla_h,mean,10,10,0.8600000000000001,0.05385164807134505
6,12,train_data,common_process_h,mean,10,10,0.89,0.08154753215150046
6,12,train_data,informed_decoder_h,mean,10,10,0.8150000000000001,0.06244997998398399
6,12,train_data,vanilla_h_PCA3,mean,3,10,0.82,0.050990195135927854
6,12,train_data,common_process_h_PCA3,mean,3,10,0.7799999999999999,0.06204836822995426
6,12,train_data,informed_decoder_h_PCA3,mean,3,10,0.6799999999999999,0.06204836822995429
6,12,test_data,IDRNN_mu,mean,3,3,0.5750000000000001,0.05916079783099616
6,12,test_data,vanilla_h,mean,10,10,0.8399999999999999,0.03391164991562634
6,12,test_data,common_process_h,mean,10,10,0.89,0.025495097567963948
6,12,test_data,informed_decoder_h,mean,10,10,0.8799999999999999,0.04301162633521313
6,12,test_data,vanilla_h_PCA3,mean,3,10,0.8300000000000001,0.024494897427831775
6,12,test_data,common_process_h_PCA3,mean,3,10,0.805,0.02449489742783176
6,12,test_data,informed_decoder_h_PCA3,mean,3,10,0.6699999999999999,0.06204836822995429
6,50,train_data,IDRNN_mu,mean,3,3,0.47000000000000003,0.06964194138592061
6,50,train_data,vanilla_h,mean,10,10,0.8949999999999999,0.03674234614174767
6,50,train_data,common_process_h,mean,10,10,0.885,0.040620192023179805
6,50,train_data,informed_decoder_h,mean,10,10,0.76,0.033911649915626375
6,50,train_data,vanilla_h_PCA3,mean,3,10,0.735,0.060415229867972854
6,50,train_data,common_process_h_PCA3,mean,3,10,0.78,0.05787918451395111
6,50,train_data,informed_decoder_h_PCA3,mean,3,10,0.7,0.04183300132670378
6,50,test_data,IDRNN_mu,mean,3,3,0.475,0.08366600265340755
6,50,test_data,vanilla_h,mean,10,10,0.9,0.02738612787525833
6,50,test_data,common_process_h,mean,10,10,0.8949999999999999,0.029154759474226483
6,50,test_data,informed_decoder_h,mean,10,10,0.75,0.054772255750516606
6,50,test_data,vanilla_h_PCA3,mean,3,10,0.805,0.029154759474226483
6,50,test_data,common_process_h_PCA3,mean,3,10,0.86,0.04898979485566354
6,50,test_data,informed_decoder_h_PCA3,mean,3,10,0.725,0.04183300132670378
6,76,train_data,IDRNN_mu,mean,3,3,0.6050000000000001,0.05787918451395111
6,76,train_data,vanilla_h,mean,10,10,0.85,0.05000000000000002
6,76,train_data,common_process_h,mean,10,10,0.9399999999999998,0.04636809247747851
6,76,train_data,informed_decoder_h,mean,10,10,0.8400000000000001,0.0561248608016091
6,76,train_data,vanilla_h_PCA3,mean,3,10,0.76,0.0681909084849293
6,76,train_data,common_process_h_PCA3,mean,3,10,0.8150000000000001,0.03391164991562633
6,76,train_data,informed_decoder_h_PCA3,mean,3,10,0.7,0.04743416490252569
6,76,test_data,IDRNN_mu,mean,3,3,0.6300000000000001,0.04582575694955844
6,76,test_data,vanilla_h,mean,10,10,0.865,0.040620192023179805
6,76,test_data,common_process_h,mean,10,10,0.9450000000000001,0.03674234614174766
6,76,test_data,informed_decoder_h,mean,10,10,0.8300000000000001,0.03674234614174766
6,76,test_data,vanilla_h_PCA3,mean,3,10,0.775,0.0
6,76,test_data,common_process_h_PCA3,mean,3,10,0.85,0.04743416490252569
6,76,test_data,informed_decoder_h_PCA3,mean,3,10,0.78,0.04301162633521314
6,100,train_data,IDRNN_mu,mean,3,3,0.695,0.018708286933869677
6,100,train_data,vanilla_h,mean,10,10,0.8,0.03535533905932736
6,100,train_data,common_process_h,mean,10,10,0.8949999999999999,0.055677643628300195
6,100,train_data,informed_decoder_h,mean,10,10,0.77,0.03674234614174767
6,100,train_data,vanilla_h_PCA3,mean,3,10,0.7550000000000001,0.06782329983125264
6,100,train_data,common_process_h_PCA3,mean,3,10,0.7549999999999999,0.05787918451395112
6,100,train_data,informed_decoder_h_PCA3,mean,3,10,0.6950000000000001,0.0678232998312527
6,100,test_data,IDRNN_mu,mean,3,3,0.775,0.10368220676663863
6,100,test_data,vanilla_h,mean,10,10,0.825,0.03535533905932736
6,100,test_data,common_process_h,mean,10,10,0.9199999999999999,0.018708286933869687
6,100,test_data,informed_decoder_h,mean,10,10,0.82,0.04847679857416328
6,100,test_data,vanilla_h_PCA3,mean,3,10,0.8,0.031622776601683784
6,100,test_data,common_process_h_PCA3,mean,3,10,0.82,0.043011626335213125
6,100,test_data,informed_decoder_h_PCA3,mean,3,10,0.775,0.02738612787525829
6,142,train_data,IDRNN_mu,mean,3,3,0.76,0.06442049363362563
6,142,train_data,vanilla_h,mean,10,10,0.845,0.05787918451395114
6,142,train_data,common_process_h,mean,10,10,0.885,0.048989794855663536
6,142,train_data,informed_decoder_h,mean,10,10,0.8400000000000001,0.04898979485566357
6,142,train_data,vanilla_h_PCA3,mean,3,10,0.7499999999999999,0.05244044240850759
6,142,train_data,common_process_h_PCA3,mean,3,10,0.715,0.07176350047203663
6,142,train_data,informed_decoder_h_PCA3,mean,3,10,0.675,0.05244044240850757
6,142,test_data,IDRNN_mu,mean,3,3,0.77,0.05567764362830023
6,142,test_data,vanilla_h,mean,10,10,0.85,0.035355339059327376
6,142,test_data,common_process_h,mean,10,10,0.8949999999999999,0.024494897427831803
6,142,test_data,informed_decoder_h,mean,10,10,0.8150000000000001,0.0254950975679639
6,142,test_data,vanilla_h_PCA3,mean,3,10,0.795,0.05338539126015656
6,142,test_data,common_process_h_PCA3,mean,3,10,0.8300000000000001,0.03674234614174765
6,142,test_data,informed_decoder_h_PCA3,mean,3,10,0.7649999999999999,0.020000000000000018
7,12,train_data,IDRNN_mu,mean,3,3,0.7300000000000001,0.04847679857416329
7,12,train_data,vanilla_h,mean,10,10,0.8800000000000001,0.04301162633521313
7,12,train_data,common_process_h,mean,10,10,0.905,0.04301162633521314
7,12,train_data,informed_decoder_h,mean,10,10,0.8149999999999998,0.01999999999999997
7,12,train_data,vanilla_h_PCA3,mean,3,10,0.7649999999999999,0.012247448713915901
7,12,train_data,common_process_h_PCA3,mean,3,10,0.78,0.029154759474226494
7,12,train_data,informed_decoder_h_PCA3,mean,3,10,0.7550000000000001,0.05787918451395112
7,12,test_data,IDRNN_mu,mean,3,3,0.78,0.05099019513592784
7,12,test_data,vanilla_h,mean,10,10,0.9,0.03162277660168382
7,12,test_data,common_process_h,mean,10,10,0.8950000000000001,0.024494897427831803
7,12,test_data,informed_decoder_h,mean,10,10,0.8450000000000001,0.0620483682299543
7,12,test_data,vanilla_h_PCA3,mean,3,10,0.8699999999999999,0.02915475947422653
7,12,test_data,common_process_h_PCA3,mean,3,10,0.8549999999999999,0.03316624790355399
7,12,test_data,informed_decoder_h_PCA3,mean,3,10,0.8099999999999999,0.06442049363362565
7,50,train_data,IDRNN_mu,mean,3,3,0.805,0.050990195135927854
7,50,train_data,vanilla_h,mean,10,10,0.8450000000000001,0.03674234614174768
7,50,train_data,common_process_h,mean,10,10,0.8550000000000001,0.029154759474226483
7,50,train_data,informed_decoder_h,mean,10,10,0.7549999999999999,0.045825756949558406
7,50,train_data,vanilla_h_PCA3,mean,3,10,0.735,0.06244997998398398
7,50,train_data,common_process_h_PCA3,mean,3,10,0.725,0.035355339059327376
7,50,train_data,informed_decoder_h_PCA3,mean,3,10,0.6699999999999999,0.09137833441248533
7,50,test_data,IDRNN_mu,mean,3,3,0.8150000000000001,0.05612486080160913
7,50,test_data,vanilla_h,mean,10,10,0.885,0.03741657386773941
7,50,test_data,common_process_h,mean,10,10,0.85,0.035355339059327376
7,50,test_data,informed_decoder_h,mean,10,10,0.805,0.03999999999999999
7,50,test_data,vanilla_h_PCA3,mean,3,10,0.8150000000000001,0.0406201920231798
7,50,test_data,common_process_h_PCA3,mean,3,10,0.8300000000000001,0.02915475947422649
7,50,test_data,informed_decoder_h_PCA3,mean,3,10,0.7350000000000001,0.033911649915626334
7,76,train_data,IDRNN_mu,mean,3,3,0.67,0.03674234614174765
7,76,train_data,vanilla_h,mean,10,10,0.89,0.05612486080160911
7,76,train_data,common_process_h,mean,10,10,0.8649999999999999,0.056124860801609104
7,76,train_data,informed_decoder_h,mean,10,10,0.71,0.06041522986797283
7,76,train_data,vanilla_h_PCA3,mean,3,10,0.73,0.02915475947422653
7,76,train_data,common_process_h_PCA3,mean,3,10,0.7499999999999999,0.04999999999999998
7,76,train_data,informed_decoder_h_PCA3,mean,3,10,0.765,0.04636809247747852
7,76,test_data,IDRNN_mu,mean,3,3,0.7050000000000001,0.04847679857416328
7,76,test_data,vanilla_h,mean,10,10,0.8799999999999999,0.0714142842854285
7,76,test_data,common_process_h,mean,10,10,0.8600000000000001,0.051478150704934986
7,76,test_data,informed_decoder_h,mean,10,10,0.78,0.06782329983125267
7,76,test_data,vanilla_h_PCA3,mean,3,10,0.805,0.05099019513592784
7,76,test_data,common_process_h_PCA3,mean,3,10,0.835,0.048989794855663564
7,76,test_data,informed_decoder_h_PCA3,mean,3,10,0.765,0.07681145747868606
7,100,train_data,IDRNN_mu,mean,3,3,0.7799999999999999,0.05567764362830023
7,100,train_data,vanilla_h,mean,10,10,0.8800000000000001,0.039999999999999994
7,100,train_data,common_process_h,mean,10,10,0.875,0.047434164902525694
7,100,train_data,informed_decoder_h,mean,10,10,0.74,0.048989794855663606
7,100,train_data,vanilla_h_PCA3,mean,3,10,0.8150000000000001,0.03391164991562632
7,100,train_data,common_process_h_PCA3,mean,3,10,0.745,0.02915475947422653
7,100,train_data,informed_decoder_h_PCA3,mean,3,10,0.7699999999999999,0.03674234614174767
7,100,test_data,IDRNN_mu,mean,3,3,0.7699999999999999,0.06595452979136461
7,100,test_data,vanilla_h,mean,10,10,0.875,0.04183300132670381
7,100,test_data,common_process_h,mean,10,10,0.8600000000000001,0.06244997998398398
7,100,test_data,informed_decoder_h,mean,10,10,0.825,0.0570087712549569
7,100,test_data,vanilla_h_PCA3,mean,3,10,0.8549999999999999,0.03674234614174767
7,100,test_data,common_process_h_PCA3,mean,3,10,0.8400000000000001,0.03741657386773941
7,100,test_data,informed_decoder_h_PCA3,mean,3,10,0.8200000000000001,0.04847679857416329
7,142,train_data,IDRNN_mu,mean,3,3,0.6199999999999999,0.03316624790355403
7,142,train_data,vanilla_h,mean,10,10,0.8850000000000001,0.025495097567963945
7,142,train_data,common_process_h,mean,10,10,0.845,0.033166247903554
7,142,train_data,informed_decoder_h,mean,10,10,0.805,0.050990195135927854
7,142,train_data,vanilla_h_PCA3,mean,3,10,0.7300000000000001,0.024494897427831803
7,142,train_data,common_process_h_PCA3,mean,3,10,0.7449999999999999,0.024494897427831803
7,142,train_data,informed_decoder_h_PCA3,mean,3,10,0.7449999999999999,0.06964194138592057
7,142,test_data,IDRNN_mu,mean,3,3,0.7449999999999999,0.08573214099741122
7,142,test_data,vanilla_h,mean,10,10,0.865,0.040620192023179805
7,142,test_data,common_process_h,mean,10,10,0.8400000000000001,0.04358898943540674
7,142,test_data,informed_decoder_h,mean,10,10,0.8450000000000001,0.03674234614174768
7,142,test_data,vanilla_h_PCA3,mean,3,10,0.8150000000000001,0.037416573867739396
7,142,test_data,common_process_h_PCA3,mean,3,10,0.8150000000000001,0.03391164991562633
7,142,test_data,informed_decoder_h_PCA3,mean,3,10,0.8100000000000002,0.05830951894845301
8,12,train_data,IDRNN_mu,mean,3,3,0.695,0.009999999999999964
8,12,train_data,vanilla_h,mean,10,10,0.9,0.035355339059327376
8,12,train_data,common_process_h,mean,10,10,0.9199999999999999,0.024494897427831775
8,12,train_data,informed_decoder_h,mean,10,10,0.82,0.03674234614174766
8,12,train_data,vanilla_h_PCA3,mean,3,10,0.8450000000000001,0.05787918451395114
8,12,train_data,common_process_h_PCA3,mean,3,10,0.8800000000000001,0.04301162633521314
8,12,train_data,informed_decoder_h_PCA3,mean,3,10,0.71,0.0374165738677394
8,12,test_data,IDRNN_mu,mean,3,3,0.7649999999999999,0.05147815070493501
8,12,test_data,vanilla_h,mean,10,10,0.905,0.04
8,12,test_data,common_process_h,mean,10,10,0.925,0.04183300132670376
8,12,test_data,informed_decoder_h,mean,10,10,0.86,0.020000000000000018
8,12,test_data,vanilla_h_PCA3,mean,3,10,0.825,0.04472135954999579
8,12,test_data,common_process_h_PCA3,mean,3,10,0.8549999999999999,0.043011626335213146
8,12,test_data,informed_decoder_h_PCA3,mean,3,10,0.78,0.05338539126015657
8,50,train_data,IDRNN_mu,mean,3,3,0.61,0.06041522986797285
8,50,train_data,vanilla_h,mean,10,10,0.865,0.03391164991562637
8,50,train_data,common_process_h,mean,10,10,0.8800000000000001,0.02915475947422653
8,50,train_data,informed_decoder_h,mean,10,10,0.8,0.015811388300841875
8,50,train_data,vanilla_h_PCA3,mean,3,10,0.785,0.07516648189186453
8,50,train_data,common_process_h_PCA3,mean,3,10,0.82,0.07314369419163899
8,50,train_data,informed_decoder_h_PCA3,mean,3,10,0.8049999999999999,0.024494897427831747
8,50,test_data,IDRNN_mu,mean,3,3,0.7150000000000001,0.04636809247747852
8,50,test_data,vanilla_h,mean,10,10,0.9,0.0447213595499958
8,50,test_data,common_process_h,mean,10,10,0.8950000000000001,0.03316624790355399
8,50,test_data,informed_decoder_h,mean,10,10,0.865,0.03741657386773941
8,50,test_data,vanilla_h_PCA3,mean,3,10,0.795,0.05338539126015656
8,50,test_data,common_process_h_PCA3,mean,3,10,0.8299999999999998,0.050990195135927854
8,50,test_data,informed_decoder_h_PCA3,mean,3,10,0.8549999999999999,0.018708286933869726
8,76,train_data,IDRNN_mu,mean,3,3,0.655,0.060000000000000005
8,76,train_data,vanilla_h,mean,10,10,0.8949999999999999,0.06964194138592057
8,76,train_data,common_process_h,mean,10,10,0.9099999999999999,0.04062019202317979
8,76,train_data,informed_decoder_h,mean,10,10,0.85,0.047434164902525694
8,76,train_data,vanilla_h_PCA3,mean,3,10,0.795,0.06964194138592061
8,76,train_data,common_process_h_PCA3,mean,3,10,0.8850000000000001,0.025495097567963948
8,76,train_data,informed_decoder_h_PCA3,mean,3,10,0.705,0.04582575694955839
8,76,test_data,IDRNN_mu,mean,3,3,0.7799999999999999,0.048476798574163295
8,76,test_data,vanilla_h,mean,10,10,0.875,0.03162277660168382
8,76,test_data,common_process_h,mean,10,10,0.915,0.04358898943540673
8,76,test_data,informed_decoder_h,mean,10,10,0.885,0.025495097567963948
8,76,test_data,vanilla_h_PCA3,mean,3,10,0.805,0.02915475947422648
8,76,test_data,common_process_h_PCA3,mean,3,10,0.8550000000000001,0.018708286933869722
8,76,test_data,informed_decoder_h_PCA3,mean,3,10,0.725,0.022360679774997918
8,100,train_data,IDRNN_mu,mean,3,3,0.78,0.05567764362830023
8,100,train_data,vanilla_h,mean,10,10,0.9099999999999999,0.04358898943540674
8,100,train_data,common_process_h,mean,10,10,0.8850000000000001,0.04062019202317984
8,100,train_data,informed_decoder_h,mean,10,10,0.8300000000000001,0.029154759474226483
8,100,train_data,vanilla_h_PCA3,mean,3,10,0.8550000000000001,0.043011626335213146
8,100,train_data,common_process_h_PCA3,mean,3,10,0.8400000000000001,0.03391164991562635
8,100,train_data,informed_decoder_h_PCA3,mean,3,10,0.8099999999999999,0.04898979485566356
8,100,test_data,IDRNN_mu,mean,3,3,0.8099999999999999,0.048989794855663564
8,100,test_data,vanilla_h,mean,10,10,0.9,0.04183300132670378
8,100,test_data,common_process_h,mean,10,10,0.905,0.03674234614174766
8,100,test_data,informed_decoder_h,mean,10,10,0.885,0.025495097567963948
8,100,test_data,vanilla_h_PCA3,mean,3,10,0.8699999999999999,0.018708286933869722
8,100,test_data,common_process_h_PCA3,mean,3,10,0.875,0.02738612787525833
8,100,test_data,informed_decoder_h_PCA3,mean,3,10,0.8550000000000001,0.029154759474226483
8,142,train_data,IDRNN_mu,mean,3,3,0.735,0.030000000000000023
8,142,train_data,vanilla_h,mean,10,10,0.8550000000000001,0.048476798574163295
8,142,train_data,common_process_h,mean,10,10,0.8799999999999999,0.048476798574163295
8,142,train_data,informed_decoder_h,mean,10,10,0.845,0.029154759474226494
8,142,train_data,vanilla_h_PCA3,mean,3,10,0.845,0.062048368229954284
8,142,train_data,common_process_h_PCA3,mean,3,10,0.845,0.05099019513592786
8,142,train_data,informed_decoder_h_PCA3,mean,3,10,0.795,0.024494897427831747
8,142,test_data,IDRNN_mu,mean,3,3,0.77,0.018708286933869726
8,142,test_data,vanilla_h,mean,10,10,0.8799999999999999,0.03674234614174766
8,142,test_data,common_process_h,mean,10,10,0.8949999999999999,0.03316624790355399
8,142,test_data,informed_decoder_h,mean,10,10,0.8899999999999999,0.012247448713915901
8,142,test_data,vanilla_h_PCA3,mean,3,10,0.845,0.02915475947422653
8,142,test_data,common_process_h_PCA3,mean,3,10,0.86,0.037416573867739444
8,142,test_data,informed_decoder_h_PCA3,mean,3,10,0.875,0.01581138830084191
9,12,train_data,IDRNN_mu,mean,3,3,0.825,0.05477225575051661
9,12,train_data,vanilla_h,mean,10,10,0.8399999999999999,0.03391164991562634
9,12,train_data,common_process_h,mean,10,10,0.8800000000000001,0.018708286933869722
9,12,train_data,informed_decoder_h,mean,10,10,0.845,0.039999999999999994
9,12,train_data,vanilla_h_PCA3,mean,3,10,0.775,0.06123724356957942
9,12,train_data,common_process_h_PCA3,mean,3,10,0.8200000000000001,0.03999999999999999
9,12,train_data,informed_decoder_h_PCA3,mean,3,10,0.725,0.07416198487095663
9,12,test_data,IDRNN_mu,mean,3,3,0.715,0.03000000000000003
9,12,test_data,vanilla_h,mean,10,10,0.76,0.07176350047203661
9,12,test_data,common_process_h,mean,10,10,0.9,0.02738612787525833
9,12,test_data,informed_decoder_h,mean,10,10,0.79,0.060415229867972826
9,12,test_data,vanilla_h_PCA3,mean,3,10,0.6950000000000001,0.0678232998312527
9,12,test_data,common_process_h_PCA3,mean,3,10,0.71,0.0681909084849293
9,12,test_data,informed_decoder_h_PCA3,mean,3,10,0.615,0.051478150704935006
9,50,train_data,IDRNN_mu,mean,3,3,0.7249999999999999,0.0670820393249937
9,50,train_data,vanilla_h,mean,10,10,0.845,0.03999999999999999
9,50,train_data,common_process_h,mean,10,10,0.8299999999999998,0.029154759474226483
9,50,train_data,informed_decoder_h,mean,10,10,0.78,0.05338539126015656
9,50,train_data,vanilla_h_PCA3,mean,3,10,0.82,0.057879184513951125
9,50,train_data,common_process_h_PCA3,mean,3,10,0.8,0.03162277660168377
9,50,train_data,informed_decoder_h_PCA3,mean,3,10,0.7449999999999999,0.040000000000000036
9,50,test_data,IDRNN_mu,mean,3,3,0.655,0.02449489742783176
9,50,test_data,vanilla_h,mean,10,10,0.8,0.05916079783099617
9,50,test_data,common_process_h,mean,10,10,0.825,0.05477225575051661
9,50,test_data,informed_decoder_h,mean,10,10,0.74,0.05385164807134503
9,50,test_data,vanilla_h_PCA3,mean,3,10,0.6950000000000001,0.050990195135927854
9,50,test_data,common_process_h_PCA3,mean,3,10,0.7200000000000001,0.0678232998312527
9,50,test_data,informed_decoder_h_PCA3,mean,3,10,0.6549999999999999,0.048476798574163295
9,76,train_data,IDRNN_mu,mean,3,3,0.6799999999999999,0.05099019513592784
9,76,train_data,vanilla_h,mean,10,10,0.8099999999999999,0.058309518948453015
9,76,train_data,common_process_h,mean,10,10,0.8700000000000001,0.033166247903554026
9,76,train_data,informed_decoder_h,mean,10,10,0.7799999999999999,0.07648529270389179
9,76,train_data,vanilla_h_PCA3,mean,3,10,0.7300000000000001,0.02915475947422653
9,76,train_data,common_process_h_PCA3,mean,3,10,0.8400000000000001,0.07000000000000002
9,76,train_data,informed_decoder_h_PCA3,mean,3,10,0.755,0.05567764362830023
9,76,test_data,IDRNN_mu,mean,3,3,0.6649999999999999,0.04898979485566356
9,76,test_data,vanilla_h,mean,10,10,0.74,0.048989794855663564
9,76,test_data,common_process_h,mean,10,10,0.905,0.05787918451395112
9,76,test_data,informed_decoder_h,mean,10,10,0.735,0.051478150704934986
9,76,test_data,vanilla_h_PCA3,mean,3,10,0.6799999999999999,0.04582575694955839
9,76,test_data,common_process_h_PCA3,mean,3,10,0.76,0.0681909084849293
9,76,test_data,informed_decoder_h_PCA3,mean,3,10,0.72,0.062048368229954284
9,100,train_data,IDRNN_mu,mean,3,3,0.825,0.02738612787525829
9,100,train_data,vanilla_h,mean,10,10,0.8450000000000001,0.06964194138592057
9,100,train_data,common_process_h,mean,10,10,0.8699999999999999,0.04301162633521313
9,100,train_data,informed_decoder_h,mean,10,10,0.7849999999999999,0.02549509756796391
9,100,train_data,vanilla_h_PCA3,mean,3,10,0.8099999999999999,0.051478150704935
9,100,train_data,common_process_h_PCA3,mean,3,10,0.775,0.035355339059327376
9,100,train_data,informed_decoder_h_PCA3,mean,3,10,0.75,0.05244044240850758
9,100,test_data,IDRNN_mu,mean,3,3,0.775,0.0632455532033676
9,100,test_data,vanilla_h,mean,10,10,0.8450000000000001,0.033166247903554
9,100,test_data,common_process_h,mean,10,10,0.85,0.04183300132670378
9,100,test_data,informed_decoder_h,mean,10,10,0.76,0.07348469228349534
9,100,test_data,vanilla_h_PCA3,mean,3,10,0.7550000000000001,0.04301162633521313
9,100,test_data,common_process_h_PCA3,mean,3,10,0.6900000000000001,0.04062019202317979
9,100,test_data,informed_decoder_h_PCA3,mean,3,10,0.5950000000000001,0.018708286933869726
9,142,train_data,IDRNN_mu,mean,3,3,0.41500000000000004,0.099498743710662
9,142,train_data,vanilla_h,mean,10,10,0.85,0.07071067811865474
9,142,train_data,common_process_h,mean,10,10,0.835,0.033911649915626334
9,142,train_data,informed_decoder_h,mean,10,10,0.8300000000000001,0.045825756949558406
9,142,train_data,vanilla_h_PCA3,mean,3,10,0.8150000000000001,0.0681909084849293
9,142,train_data,common_process_h_PCA3,mean,3,10,0.845,0.0484767985741633
9,142,train_data,informed_decoder_h_PCA3,mean,3,10,0.775,0.031622776601683784
9,142,test_data,IDRNN_mu,mean,3,3,0.575,0.0570087712549569
