target,idrnn_pearson_mean,idrnn_pearson_sd,idrnn_spearman_mean,idrnn_spearman_sd,idrnn_loo_r_mean,idrnn_loo_r_sd,idrnn_loo_r2_mean,idrnn_loo_r2_sd,idrnn_best_pearson_mean,idrnn_best_pearson_sd,idrnn_frac_pos,vanilla_pearson_mean,vanilla_pearson_sd,vanilla_spearman_mean,vanilla_spearman_sd,vanilla_loo_r_mean,vanilla_loo_r_sd,vanilla_loo_r2_mean,vanilla_loo_r2_sd,vanilla_best_pearson_mean,vanilla_best_pearson_sd,vanilla_frac_pos
PANAS_PA,0.1670815763189058,0.026402743138237435,0.1422467630741207,0.021194882432421375,-0.006337668999867091,0.12268005673721269,-0.00674293635237283,0.01978186077597332,0.1383328507775229,0.02458481259045718,0.6,0.27026441487729685,0.01088465915366516,0.2545248678804011,0.017601852321069214,0.1919444845232541,0.024834916397606863,0.036359178759515054,0.009256769793172259,0.24198326260764214,0.0025450553163119255,1.0
PANAS_NA,0.21408783051491911,0.026001462097429377,0.19980852931173274,0.017504107124866365,0.11096333558531564,0.08653327205650346,0.015570663120075401,0.013664905860817207,0.17400935843540544,0.024927602804624117,0.9,0.3051015292480822,0.01028307125736153,0.27561542354572,0.012157186039236665,0.2485905724496777,0.01257250965596354,0.06005933314129304,0.006584416656834287,0.25493801392988236,0.0031501520008159326,1.0
STICSA,0.18778311453611626,0.02728693940636385,0.17207454891737478,0.02687826041951703,0.05010576054357239,0.07368080542723164,-0.0030394599420548564,0.015681521154795833,0.14651815362315718,0.02370363121770866,0.6,0.08053910169808172,0.01623174057635435,0.06836454591378385,0.012895648038203731,-0.3374970702906813,0.0811036194177139,-0.011030671911770295,0.0009848974133038714,0.06792793755781892,0.013477468679776613,0.0
PHQ,0.17477157943250018,0.03624175710743505,0.14715428216931803,0.04203620639811827,0.011295464301238302,0.12116792632374614,-0.0007944635980284165,0.014498032850370926,0.15801185493005893,0.033200058319029696,0.5,0.1323992427511123,0.010182422399049285,0.10190224178455129,0.012431344339501743,-0.17169447049933656,0.04393915140931723,-0.01820152893190281,0.01480721876721897,0.12678142721312943,0.010925637364702347,0.0
CEI,0.2376858261795518,0.02568105909721402,0.21095423541325373,0.025023684422399595,0.1645096028278873,0.032449478879979274,0.027021018980895317,0.011045469671262166,0.2010900975655629,0.03434766082079812,1.0,0.2497906641410977,0.009468972913966728,0.22921824062433277,0.014032882505533506,0.15396783632162617,0.024265406428323054,0.021748657643174373,0.011082106907833698,0.19164880376010673,0.016832646432760907,0.9
BIG5_open,0.21438616907786628,0.028286527916055276,0.21315224263622415,0.018238396540477115,0.08837079202272798,0.11742370806699828,0.010079866675977512,0.019852683116418572,0.17989815057382294,0.022855384978332022,0.8,0.21285038891435656,0.00894966740314747,0.18551126426745304,0.0064898289630602,0.11869181677822085,0.0126943538585373,0.013263691385448362,0.003383221896047989,0.19906515604639627,0.014065121091698293,1.0
AxDep,0.15879713770289577,0.03485246581838484,0.1639115539632781,0.039980930981683975,-0.09860410226428687,0.1761428860618769,-0.00864398093270775,0.008953557662826744,0.13126714626368813,0.03366327039956566,0.2,0.09709632839436329,0.023162945825125337,0.061287953425884466,0.04188964126651119,-0.4256255046052881,0.1548067857112283,-0.014554967796915296,0.001892204698813252,0.06993724082046317,0.02225532051148981,0.0
posMood,0.12051914292542039,0.04250478859070962,0.09335835202200124,0.035897359246984166,-0.3811516657540698,0.1580722136617692,-0.020950526959377425,0.015006740658016441,0.09783328368445512,0.03852615303651138,0.0,0.16697533646687035,0.03551891295755207,0.14758781523055647,0.039036086815940195,-0.11236907407858729,0.13578312531240902,-0.019710122134771947,0.020713101036930404,0.1381179938300971,0.03407010651589109,0.0
negMood,0.1487593905612838,0.04337430578672684,0.14916246591180127,0.03452723335819629,-0.2809419799326699,0.20042684337980354,-0.018369008921696083,0.0040599505419006065,0.11406463564824285,0.029716314985906822,0.0,0.061847856503886287,0.019147309230069774,0.020433470800372548,0.03579522043641452,-0.5955088616138082,0.15708732278973173,-0.014674102424648217,0.0005832748250457873,0.04493206501062218,0.022497811366595528,0.0
Exp,0.12925912299726802,0.019533677313831356,0.09512897447380206,0.03109989331598243,-0.2782919665100513,0.1267102722513714,-0.012457352657664034,0.002144621452506331,0.10710265270208134,0.026010882431929543,0.0,0.10562970445764988,0.025714777951501632,0.06262740707568293,0.020855025725209093,-0.42286233663609163,0.07211153987850799,-0.013717269675408872,0.0004993100506561509,0.07376881492986789,0.009801010476017958,0.0
